sample_id,timestamp,dl_mcs,ul_mcs,dl_snr_db,ul_snr_db,dl_rssi_dbm,ul_rssi_dbm,dl_rate_raw,dl_rate_mbps,source
693,2026-02-20 04:47:01-05:00,105.0,105.0,21.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
694,2026-02-20 05:39:01-05:00,105.0,104.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
695,2026-02-20 06:31:01-05:00,105.0,105.0,21.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
696,2026-02-20 07:26:01-05:00,105.0,105.0,21.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
697,2026-02-20 08:20:01-05:00,105.0,105.0,22.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
698,2026-02-20 09:11:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
699,2026-02-20 10:00:01-05:00,104.0,104.0,21.0,22.0,-76.0,-76.0,103M,103.0,anonymized_sample
700,2026-02-20 10:49:01-05:00,105.0,104.0,20.0,21.0,-77.0,-79.0,137M,137.0,anonymized_sample
701,2026-02-20 11:36:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
702,2026-02-20 12:29:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
703,2026-02-20 13:17:01-05:00,105.0,105.0,21.0,22.0,-75.0,-78.0,137M,137.0,anonymized_sample
704,2026-02-20 14:14:01-05:00,105.0,105.0,21.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
705,2026-02-20 15:00:01-05:00,104.0,105.0,21.0,22.0,-77.0,-76.0,103M,103.0,anonymized_sample
706,2026-02-20 15:51:01-05:00,106.0,105.0,21.0,23.0,-76.0,-75.0,154M,154.0,anonymized_sample
707,2026-02-20 16:42:01-05:00,105.0,105.0,21.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
708,2026-02-20 17:31:01-05:00,105.0,104.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
709,2026-02-20 18:25:01-05:00,104.0,104.0,21.0,19.0,-77.0,-79.0,103M,103.0,anonymized_sample
710,2026-02-20 19:12:01-05:00,105.0,104.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
711,2026-02-20 19:59:01-05:00,104.0,105.0,21.0,23.0,-77.0,-76.0,103M,103.0,anonymized_sample
712,2026-02-20 20:49:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
713,2026-02-20 21:44:01-05:00,105.0,104.0,21.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
714,2026-02-20 22:41:01-05:00,104.0,105.0,21.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
715,2026-02-20 23:40:01-05:00,105.0,104.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
716,2026-02-21 00:32:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
717,2026-02-21 01:25:01-05:00,105.0,105.0,19.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
718,2026-02-21 02:14:01-05:00,105.0,105.0,19.0,22.0,-78.0,-77.0,137M,137.0,anonymized_sample
719,2026-02-21 03:01:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
720,2026-02-21 03:52:01-05:00,105.0,104.0,20.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
721,2026-02-21 04:42:01-05:00,105.0,104.0,20.0,20.0,-76.0,-79.0,137M,137.0,anonymized_sample
722,2026-02-21 05:36:01-05:00,105.0,104.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
723,2026-02-21 06:28:02-05:00,105.0,105.0,19.0,21.0,-77.0,-79.0,137M,137.0,anonymized_sample
724,2026-02-21 07:19:01-05:00,105.0,105.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
725,2026-02-21 08:06:01-05:00,105.0,105.0,20.0,21.0,-77.0,-78.0,137M,137.0,anonymized_sample
726,2026-02-21 08:51:01-05:00,105.0,104.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
727,2026-02-21 09:38:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
728,2026-02-21 10:22:01-05:00,105.0,104.0,19.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
729,2026-02-21 11:10:01-05:00,105.0,104.0,20.0,21.0,-78.0,-78.0,137M,137.0,anonymized_sample
730,2026-02-21 12:03:01-05:00,105.0,104.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
731,2026-02-21 12:48:01-05:00,105.0,105.0,21.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
732,2026-02-21 13:38:01-05:00,105.0,105.0,20.0,22.0,-76.0,-78.0,137M,137.0,anonymized_sample
733,2026-02-21 14:33:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
734,2026-02-21 15:24:01-05:00,106.0,105.0,21.0,24.0,-76.0,-74.0,154M,154.0,anonymized_sample
735,2026-02-21 16:15:01-05:00,105.0,105.0,21.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
736,2026-02-21 17:06:01-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
737,2026-02-21 18:00:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
738,2026-02-21 18:53:01-05:00,106.0,105.0,21.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
739,2026-02-21 19:43:01-05:00,106.0,105.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
740,2026-02-21 20:32:01-05:00,105.0,105.0,20.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
741,2026-02-21 21:24:01-05:00,106.0,105.0,20.0,22.0,-78.0,-76.0,154M,154.0,anonymized_sample
742,2026-02-21 22:16:01-05:00,105.0,104.0,20.0,19.0,-76.0,-79.0,137M,137.0,anonymized_sample
743,2026-02-21 23:05:01-05:00,105.0,105.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
744,2026-02-21 23:54:01-05:00,106.0,105.0,19.0,22.0,-77.0,-77.0,77M,77.0,anonymized_sample
745,2026-02-22 00:39:01-05:00,105.0,105.0,19.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
746,2026-02-22 01:27:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
747,2026-02-22 02:17:01-05:00,105.0,105.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
748,2026-02-22 03:05:01-05:00,105.0,104.0,19.0,22.0,-77.0,-77.0,137M,137.0,anonymized_sample
749,2026-02-22 03:54:01-05:00,104.0,104.0,20.0,22.0,-76.0,-77.0,103M,103.0,anonymized_sample
750,2026-02-22 04:45:01-05:00,105.0,105.0,21.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
751,2026-02-22 05:33:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
752,2026-02-22 06:27:01-05:00,105.0,105.0,21.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
753,2026-02-22 07:13:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
754,2026-02-22 08:00:01-05:00,104.0,105.0,20.0,22.0,-76.0,-76.0,103M,103.0,anonymized_sample
755,2026-02-22 08:48:01-05:00,105.0,104.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
756,2026-02-22 09:35:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
757,2026-02-22 10:23:01-05:00,105.0,105.0,20.0,21.0,-76.0,-78.0,137M,137.0,anonymized_sample
758,2026-02-22 11:11:01-05:00,105.0,105.0,19.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
759,2026-02-22 11:59:01-05:00,105.0,105.0,21.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
760,2026-02-22 12:49:02-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
761,2026-02-22 13:46:01-05:00,106.0,105.0,21.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
762,2026-02-22 14:40:01-05:00,105.0,105.0,21.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
763,2026-02-22 15:31:02-05:00,105.0,105.0,20.0,22.0,-78.0,-76.0,137M,137.0,anonymized_sample
764,2026-02-22 16:25:01-05:00,104.0,104.0,20.0,22.0,-76.0,-77.0,103M,103.0,anonymized_sample
765,2026-02-22 17:15:01-05:00,105.0,105.0,21.0,21.0,-75.0,-79.0,137M,137.0,anonymized_sample
766,2026-02-22 18:02:02-05:00,104.0,105.0,19.0,21.0,-79.0,-77.0,103M,103.0,anonymized_sample
767,2026-02-22 18:54:01-05:00,105.0,105.0,19.0,20.0,-79.0,-78.0,137M,137.0,anonymized_sample
768,2026-02-22 19:46:01-05:00,105.0,104.0,19.0,20.0,-79.0,-78.0,137M,137.0,anonymized_sample
769,2026-02-22 20:33:01-05:00,105.0,104.0,19.0,20.0,-79.0,-78.0,137M,137.0,anonymized_sample
770,2026-02-22 21:23:02-05:00,105.0,104.0,19.0,20.0,-79.0,-78.0,137M,137.0,anonymized_sample
771,2026-02-22 22:15:01-05:00,105.0,104.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
772,2026-02-22 23:04:01-05:00,105.0,104.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
773,2026-02-22 23:55:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
774,2026-02-23 00:48:01-05:00,105.0,104.0,20.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
775,2026-02-23 01:39:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
776,2026-02-23 02:31:01-05:00,105.0,104.0,20.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
777,2026-02-23 03:29:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
778,2026-02-23 04:22:01-05:00,105.0,104.0,20.0,21.0,-76.0,-79.0,137M,137.0,anonymized_sample
779,2026-02-23 05:11:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
780,2026-02-23 06:07:01-05:00,105.0,104.0,20.0,20.0,-78.0,-78.0,137M,137.0,anonymized_sample
781,2026-02-23 07:02:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
782,2026-02-23 07:55:01-05:00,105.0,104.0,20.0,20.0,-78.0,-78.0,137M,137.0,anonymized_sample
783,2026-02-23 08:41:01-05:00,105.0,105.0,19.0,21.0,-79.0,-77.0,137M,137.0,anonymized_sample
784,2026-02-23 09:27:01-05:00,105.0,105.0,20.0,22.0,-78.0,-78.0,137M,137.0,anonymized_sample
785,2026-02-23 10:15:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
786,2026-02-23 11:07:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
787,2026-02-23 11:58:01-05:00,105.0,105.0,21.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
788,2026-02-23 12:51:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
789,2026-02-23 13:41:01-05:00,105.0,105.0,21.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
790,2026-02-23 14:30:01-05:00,104.0,104.0,20.0,22.0,-77.0,-76.0,103M,103.0,anonymized_sample
791,2026-02-23 15:18:01-05:00,105.0,104.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
792,2026-02-23 16:08:01-05:00,105.0,104.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
793,2026-02-23 16:54:01-05:00,105.0,104.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
794,2026-02-23 17:42:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
795,2026-02-23 18:33:01-05:00,105.0,104.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
796,2026-02-23 19:26:01-05:00,105.0,104.0,20.0,21.0,-77.0,-78.0,137M,137.0,anonymized_sample
797,2026-02-23 20:14:01-05:00,105.0,104.0,20.0,21.0,-77.0,-78.0,137M,137.0,anonymized_sample
798,2026-02-23 21:03:01-05:00,105.0,104.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
799,2026-02-23 22:01:01-05:00,105.0,104.0,20.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
800,2026-02-23 22:56:01-05:00,105.0,105.0,20.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
801,2026-02-23 23:48:01-05:00,105.0,104.0,20.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
802,2026-02-24 00:42:01-05:00,105.0,104.0,19.0,19.0,-77.0,-81.0,137M,137.0,anonymized_sample
803,2026-02-24 01:42:01-05:00,105.0,104.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
804,2026-02-24 02:40:01-05:00,105.0,104.0,20.0,19.0,-77.0,-79.0,137M,137.0,anonymized_sample
805,2026-02-24 03:36:01-05:00,105.0,104.0,20.0,21.0,-77.0,-79.0,137M,137.0,anonymized_sample
806,2026-02-24 04:29:01-05:00,105.0,105.0,20.0,21.0,-76.0,-79.0,137M,137.0,anonymized_sample
807,2026-02-24 05:23:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
808,2026-02-24 06:15:01-05:00,105.0,104.0,21.0,21.0,-76.0,-79.0,137M,137.0,anonymized_sample
809,2026-02-24 07:11:01-05:00,105.0,105.0,21.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
810,2026-02-24 08:03:01-05:00,105.0,104.0,21.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
811,2026-02-24 08:55:01-05:00,104.0,105.0,20.0,21.0,-78.0,-77.0,103M,103.0,anonymized_sample
812,2026-02-24 09:46:01-05:00,106.0,105.0,20.0,22.0,-78.0,-76.0,154M,154.0,anonymized_sample
813,2026-02-24 10:42:01-05:00,105.0,105.0,21.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
814,2026-02-24 11:30:01-05:00,104.0,105.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
815,2026-02-24 12:17:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
816,2026-02-24 13:05:01-05:00,106.0,105.0,22.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
817,2026-02-24 13:53:01-05:00,106.0,105.0,22.0,23.0,-74.0,-75.0,154M,154.0,anonymized_sample
818,2026-02-24 14:40:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
819,2026-02-24 15:30:01-05:00,105.0,105.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
820,2026-02-24 16:17:01-05:00,105.0,105.0,22.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
821,2026-02-24 17:07:01-05:00,105.0,105.0,22.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
822,2026-02-24 17:56:01-05:00,102.0,105.0,21.0,22.0,-77.0,-76.0,51M,51.0,anonymized_sample
823,2026-02-24 18:49:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
824,2026-02-24 19:40:01-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
825,2026-02-24 20:33:01-05:00,106.0,105.0,22.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
826,2026-02-24 21:26:01-05:00,105.0,105.0,22.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
827,2026-02-24 22:18:01-05:00,106.0,104.0,22.0,22.0,-74.0,-76.0,154M,154.0,anonymized_sample
828,2026-02-24 23:08:01-05:00,106.0,105.0,22.0,23.0,-74.0,-77.0,154M,154.0,anonymized_sample
829,2026-02-25 00:02:01-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
830,2026-02-25 00:52:02-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
831,2026-02-25 01:41:01-05:00,106.0,105.0,21.0,22.0,-76.0,-76.0,77M,77.0,anonymized_sample
832,2026-02-25 02:35:01-05:00,105.0,105.0,22.0,23.0,-75.0,-77.0,137M,137.0,anonymized_sample
833,2026-02-25 03:26:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
834,2026-02-25 04:15:01-05:00,106.0,105.0,22.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
835,2026-02-25 05:06:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
836,2026-02-25 05:56:01-05:00,106.0,105.0,22.0,22.0,-75.0,-78.0,154M,154.0,anonymized_sample
837,2026-02-25 06:47:01-05:00,106.0,105.0,22.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
838,2026-02-25 07:36:01-05:00,106.0,105.0,21.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
839,2026-02-25 08:26:01-05:00,105.0,105.0,22.0,22.0,-74.0,-76.0,137M,137.0,anonymized_sample
840,2026-02-25 09:16:01-05:00,106.0,105.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
841,2026-02-25 10:04:01-05:00,106.0,105.0,21.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
842,2026-02-25 10:51:01-05:00,106.0,104.0,21.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
843,2026-02-25 11:42:01-05:00,104.0,105.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
844,2026-02-25 12:31:01-05:00,105.0,105.0,21.0,22.0,-77.0,-78.0,137M,137.0,anonymized_sample
845,2026-02-25 13:19:01-05:00,105.0,105.0,20.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
846,2026-02-25 14:10:01-05:00,104.0,104.0,21.0,23.0,-76.0,-75.0,103M,103.0,anonymized_sample
847,2026-02-25 14:54:01-05:00,105.0,104.0,21.0,21.0,-75.0,-78.0,137M,137.0,anonymized_sample
848,2026-02-25 15:46:01-05:00,105.0,104.0,21.0,21.0,-75.0,-79.0,137M,137.0,anonymized_sample
849,2026-02-25 16:38:01-05:00,105.0,104.0,21.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
850,2026-02-25 17:31:01-05:00,105.0,104.0,21.0,19.0,-76.0,-79.0,137M,137.0,anonymized_sample
851,2026-02-25 18:23:01-05:00,105.0,104.0,20.0,21.0,-76.0,-79.0,137M,137.0,anonymized_sample
852,2026-02-25 19:18:01-05:00,104.0,104.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
853,2026-02-25 20:08:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
854,2026-02-25 20:56:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
855,2026-02-25 21:43:01-05:00,105.0,105.0,19.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
856,2026-02-25 22:38:01-05:00,104.0,104.0,20.0,20.0,-76.0,-78.0,103M,103.0,anonymized_sample
857,2026-02-25 23:39:01-05:00,104.0,104.0,20.0,18.0,-76.0,-80.0,103M,103.0,anonymized_sample
858,2026-02-26 00:30:01-05:00,104.0,104.0,20.0,18.0,-76.0,-82.0,103M,103.0,anonymized_sample
859,2026-02-26 01:24:01-05:00,105.0,104.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
860,2026-02-26 02:18:01-05:00,105.0,104.0,19.0,21.0,-77.0,-78.0,137M,137.0,anonymized_sample
861,2026-02-26 03:05:01-05:00,105.0,104.0,19.0,20.0,-77.0,-79.0,137M,137.0,anonymized_sample
862,2026-02-26 03:58:01-05:00,104.0,105.0,19.0,20.0,-77.0,-79.0,103M,103.0,anonymized_sample
863,2026-02-26 04:47:01-05:00,104.0,104.0,19.0,18.0,-78.0,-80.0,103M,103.0,anonymized_sample
864,2026-02-26 05:39:01-05:00,104.0,104.0,19.0,21.0,-78.0,-78.0,103M,103.0,anonymized_sample
865,2026-02-26 06:22:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
866,2026-02-26 07:07:01-05:00,105.0,105.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
867,2026-02-26 07:52:01-05:00,105.0,104.0,19.0,22.0,-77.0,-77.0,137M,137.0,anonymized_sample
868,2026-02-26 08:39:01-05:00,105.0,105.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
869,2026-02-26 09:27:01-05:00,105.0,104.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
870,2026-02-26 10:15:01-05:00,104.0,104.0,20.0,21.0,-78.0,-77.0,103M,103.0,anonymized_sample
871,2026-02-26 11:03:02-05:00,105.0,104.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
872,2026-02-26 11:49:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
873,2026-02-26 12:35:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
874,2026-02-26 13:25:01-05:00,104.0,105.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
875,2026-02-26 14:10:01-05:00,105.0,104.0,20.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
876,2026-02-26 14:58:01-05:00,106.0,105.0,23.0,22.0,-73.0,-76.0,154M,154.0,anonymized_sample
877,2026-02-26 15:40:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
878,2026-02-26 16:23:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
879,2026-02-26 17:12:02-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
880,2026-02-26 18:01:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
881,2026-02-26 18:51:01-05:00,106.0,105.0,22.0,23.0,-76.0,-75.0,154M,154.0,anonymized_sample
882,2026-02-26 19:40:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
883,2026-02-26 20:31:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
884,2026-02-26 21:17:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
885,2026-02-26 22:05:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
886,2026-02-26 22:57:01-05:00,104.0,105.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
887,2026-02-26 23:50:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
888,2026-02-27 00:43:01-05:00,106.0,105.0,22.0,23.0,-74.0,-75.0,154M,154.0,anonymized_sample
889,2026-02-27 01:37:01-05:00,105.0,105.0,21.0,23.0,-75.0,-77.0,137M,137.0,anonymized_sample
890,2026-02-27 02:27:01-05:00,106.0,105.0,21.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
891,2026-02-27 03:22:01-05:00,106.0,105.0,22.0,22.0,-74.0,-76.0,154M,154.0,anonymized_sample
892,2026-02-27 04:16:01-05:00,106.0,105.0,22.0,23.0,-76.0,-75.0,154M,154.0,anonymized_sample
893,2026-02-27 05:11:01-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
894,2026-02-27 06:07:01-05:00,105.0,105.0,22.0,23.0,-74.0,-75.0,137M,137.0,anonymized_sample
895,2026-02-27 07:02:01-05:00,106.0,105.0,22.0,22.0,-74.0,-76.0,154M,154.0,anonymized_sample
896,2026-02-27 07:49:01-05:00,105.0,105.0,22.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
897,2026-02-27 08:38:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
898,2026-02-27 09:28:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
899,2026-02-27 10:11:01-05:00,106.0,105.0,21.0,23.0,-75.0,-77.0,154M,154.0,anonymized_sample
900,2026-02-27 10:57:01-05:00,106.0,105.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
901,2026-02-27 11:41:01-05:00,106.0,104.0,21.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
902,2026-02-27 12:27:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
903,2026-02-27 13:15:02-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
904,2026-02-27 14:07:01-05:00,104.0,104.0,22.0,22.0,-76.0,-76.0,103M,103.0,anonymized_sample
905,2026-02-27 14:49:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
906,2026-02-27 15:37:01-05:00,104.0,105.0,21.0,22.0,-76.0,-78.0,103M,103.0,anonymized_sample
907,2026-02-27 16:25:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
908,2026-02-27 17:15:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
909,2026-02-27 18:04:01-05:00,105.0,105.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
910,2026-02-27 18:52:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
911,2026-02-27 19:40:01-05:00,104.0,105.0,21.0,22.0,-77.0,-76.0,103M,103.0,anonymized_sample
912,2026-02-27 20:29:01-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
913,2026-02-27 21:16:01-05:00,106.0,105.0,20.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
914,2026-02-27 22:06:01-05:00,105.0,104.0,22.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
915,2026-02-27 22:57:01-05:00,106.0,105.0,21.0,23.0,-77.0,-75.0,154M,154.0,anonymized_sample
916,2026-02-27 23:50:01-05:00,106.0,105.0,21.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
917,2026-02-28 00:47:01-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
918,2026-02-28 01:41:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
919,2026-02-28 02:33:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
920,2026-02-28 03:23:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
921,2026-02-28 04:14:01-05:00,105.0,105.0,21.0,22.0,-77.0,-78.0,137M,137.0,anonymized_sample
922,2026-02-28 05:03:01-05:00,106.0,105.0,21.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
923,2026-02-28 05:54:01-05:00,106.0,105.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
